esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: 3976
Scenario File Name: temporaryScenario/xosc/temporary0.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entity_Name [-] , #1 Entity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entity_Name [-] , #2 Entity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
105, 1.050000, Ego, 0, 3.000000, 0.000000, 2.716815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.150000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.150000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.017703, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 70.750000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.750000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
106, 1.060000, Ego, 0, 3.000000, 0.000000, 2.802529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.180000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.180000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.446274, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 70.900000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.900000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
107, 1.070000, Ego, 0, 3.000000, 0.000000, 2.888243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.210000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.210000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.874846, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 71.050000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.050000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
108, 1.080000, Ego, 0, 3.000000, 0.000000, 2.973958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.240000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.240000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.303417, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 71.200000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.200000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
109, 1.090000, Ego, 0, 3.000000, 0.000000, 3.059672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.270000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.270000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.731989, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 71.350000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.350000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
110, 1.100000, Ego, 0, 3.000000, 0.000000, 3.145386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.300000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.300000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.160560, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 71.500000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.500000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
111, 1.110000, Ego, 0, 3.000000, 0.000000, 3.231100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.330000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.330000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.589131, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 71.650000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.650000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
112, 1.120000, Ego, 0, 3.000000, 0.000000, 3.316815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.360000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.360000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.017703, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 71.800000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.800000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
113, 1.130000, Ego, 0, 3.000000, 0.000000, 3.402529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.390000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.390000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.446274, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 71.950000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.950000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
114, 1.140000, Ego, 0, 3.000000, 0.000000, 3.488243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.420000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.420000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.874846, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 72.100000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 72.100000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
115, 1.150000, Ego, 0, 3.000000, 0.000000, 3.573958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.450000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.450000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.303417, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 72.250000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 72.250000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
116, 1.160000, Ego, 0, 3.000000, 0.000000, 3.659672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.480000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.480000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.731989, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 72.400000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 72.400000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
117, 1.170000, Ego, 0, 3.000000, 0.000000, 3.745386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.510000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.510000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 6.160560, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 72.550000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 72.550000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
118, 1.180000, Ego, 0, 3.000000, 0.000000, 3.831100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.540000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.540000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.305946, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 72.700000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 72.700000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
119, 1.190000, Ego, 0, 3.000000, 0.000000, 3.916815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.570000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.570000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.734518, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 72.850000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 72.850000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
120, 1.200000, Ego, 0, 3.000000, 0.000000, 4.002529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.600000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.600000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.163089, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 73.000000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.000000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
121, 1.210000, Ego, 0, 3.000000, 0.000000, 4.088243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.630000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.630000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.591660, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 73.150000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.150000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
122, 1.220000, Ego, 0, 3.000000, 0.000000, 4.173958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.660000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.660000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.020232, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 73.300000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.300000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
123, 1.230000, Ego, 0, 3.000000, 0.000000, 4.259672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.690000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.690000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.448803, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 73.450000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.450000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
124, 1.240000, Ego, 0, 3.000000, 0.000000, 4.345386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.720000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.720000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.877375, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 73.600000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.600000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
125, 1.250000, Ego, 0, 3.000000, 0.000000, 4.431100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.750000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.750000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.305946, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 73.750000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.750000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
126, 1.260000, Ego, 0, 3.000000, 0.000000, 4.516815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.780000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.780000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.734518, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 73.900000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.900000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
127, 1.270000, Ego, 0, 3.000000, 0.000000, 4.602529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.810000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.810000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.163089, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 74.050000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.050000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
128, 1.280000, Ego, 0, 3.000000, 0.000000, 4.688243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.840000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.840000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 4.591660, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 74.200000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.200000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
129, 1.290000, Ego, 0, 3.000000, 0.000000, 4.773958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.870000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.870000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.020232, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 74.350000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.350000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
130, 1.300000, Ego, 0, 3.000000, 0.000000, 4.859672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.900000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.900000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.448803, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 74.500000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.500000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
131, 1.310000, Ego, 0, 3.000000, 0.000000, 4.945386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.930000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.930000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 5.877375, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 74.650000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.650000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
132, 1.320000, Ego, 0, 3.000000, 0.000000, 5.031100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.960000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.960000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.022761, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 74.800000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.800000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
133, 1.330000, Ego, 0, 3.000000, 0.000000, 5.116815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 28.990000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 28.990000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.451332, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 74.950000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.950000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
134, 1.340000, Ego, 0, 3.000000, 0.000000, 5.202529, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 29.020000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.020000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 0.879904, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 75.100000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.100000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
135, 1.350000, Ego, 0, 3.000000, 0.000000, 5.288243, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 29.050000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.050000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.308475, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 75.250000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.250000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
136, 1.360000, Ego, 0, 3.000000, 0.000000, 5.373958, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 29.080000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.080000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 1.737047, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 75.400000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.400000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
137, 1.370000, Ego, 0, 3.000000, 0.000000, 5.459672, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 29.110000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.110000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.165618, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 75.550000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.550000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
138, 1.380000, Ego, 0, 3.000000, 0.000000, 5.545386, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 29.140000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.140000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 2.594189, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 75.700000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.700000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
139, 1.390000, Ego, 0, 3.000000, 0.000000, 5.631100, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 29.170000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.170000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.022761, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 75.850000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.850000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
140, 1.400000, Ego, 0, 3.000000, 0.000000, 5.716815, 2.000000, 0.000000, 0.900000, 5.000000, 2.000000, 1.800000, 29.200000, -4.500000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.200000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Target, 1, 15.000000, 0.000000, 3.451332, 1.300000, 0.000000, 0.800000, 4.500000, 1.800000, 1.500000, 76.000000, -4.500000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 76.000000, -4.500000, -2, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , 
